Level,Leniency,Density,PD,PV
level_57_generic_combined_seed_KI.json,0.1975,2.51,0.885,0.325
level_58_generic_combined_seed_KI.json,0.2125,1.705,0.85,0.29
level_59_generic_combined_seed_KI.json,0.1375,1.585,0.985,0.21
level_5_generic_combined_seed_KI.json,0.225,1.29,0.955,0.28
level_60_generic_combined_seed_KI.json,0.2275,1.6,0.91,0.265
level_61_generic_combined_seed_KI.json,0.135,2.035,0.955,0.275
level_62_generic_combined_seed_KI.json,0.2225,1.67,0.92,0.275
level_63_generic_combined_seed_KI.json,0.135,2.575,0.94,0.285
level_64_generic_combined_seed_KI.json,0.1725,1.39,0.965,0.245
level_65_generic_combined_seed_KI.json,0.1775,2.38,0.965,0.275
level_66_generic_combined_seed_KI.json,0.1575,2.975,0.905,0.275
level_67_generic_combined_seed_KI.json,0.1275,2.33,0.845,0.25
level_68_generic_combined_seed_KI.json,0.135,1.535,0.91,0.26
level_69_generic_combined_seed_KI.json,0.25,1.95,0.925,0.245
level_6_generic_combined_seed_KI.json,0.19,1.59,0.94,0.295
level_70_generic_combined_seed_KI.json,0.21,1.69,0.965,0.31
level_71_generic_combined_seed_KI.json,0.1225,1.59,0.955,0.28
level_72_generic_combined_seed_KI.json,0.1825,3.215,0.89,0.315
level_73_generic_combined_seed_KI.json,0.155,2.695,0.915,0.335
level_74_generic_combined_seed_KI.json,0.15,1.94,0.925,0.29
level_75_generic_combined_seed_KI.json,0.18,1.38,0.86,0.25
level_76_generic_combined_seed_KI.json,0.18,2.03,0.89,0.26
level_77_generic_combined_seed_KI.json,0.2225,1.895,0.91,0.31
level_78_generic_combined_seed_KI.json,0.22139303482587064,1.0,0.845771144278607,0.24875621890547264
level_79_generic_combined_seed_KI.json,0.21,1.98,0.935,0.25
level_7_generic_combined_seed_KI.json,0.185,1.7,0.94,0.215
level_80_generic_combined_seed_KI.json,0.1825,1.965,0.96,0.22
level_81_generic_combined_seed_KI.json,0.1425,2.435,0.925,0.255
level_82_generic_combined_seed_KI.json,0.14,1.945,0.92,0.265
level_83_generic_combined_seed_KI.json,0.16,1.96,0.845,0.3
level_84_generic_combined_seed_KI.json,0.26,1.97,0.925,0.355
level_85_generic_combined_seed_KI.json,0.14,1.81,0.925,0.245
level_86_generic_combined_seed_KI.json,0.1325,1.165,0.965,0.215
level_87_generic_combined_seed_KI.json,0.1625,2.365,0.765,0.26
level_88_generic_combined_seed_KI.json,0.2025,1.4,0.945,0.255
level_89_generic_combined_seed_KI.json,0.11,2.765,0.935,0.155
level_8_generic_combined_seed_KI.json,0.09701492537313433,2.8805970149253732,0.9800995024875622,0.2736318407960199
level_90_generic_combined_seed_KI.json,0.22,1.275,0.955,0.235
level_91_generic_combined_seed_KI.json,0.19,1.595,0.95,0.315
level_92_generic_combined_seed_KI.json,0.1375,1.995,0.93,0.27
level_93_generic_combined_seed_KI.json,0.2475,1.605,0.93,0.34
level_94_generic_combined_seed_KI.json,0.1325,1.97,0.955,0.245
level_95_generic_combined_seed_KI.json,0.1675,2.015,0.94,0.35
level_96_generic_combined_seed_KI.json,0.1575,1.34,0.935,0.22
level_97_generic_combined_seed_KI.json,0.165,1.795,0.935,0.26
level_98_generic_combined_seed_KI.json,0.2325,1.31,0.96,0.305
level_99_generic_combined_seed_KI.json,0.185,2.37,0.91,0.335
level_9_generic_combined_seed_KI.json,0.2,2.305,0.96,0.28
