Level,Leniency,Density,PD,PV
weighted_w1_0.4_w2_0.6_level_4_generic_separated.json,0.14,2.485,0.98,0.215
weighted_w1_0.4_w2_0.6_level_5_generic_separated.json,0.13,3.305,0.96,0.27
weighted_w1_0.4_w2_0.6_level_6_generic_separated.json,0.19,2.305,0.98,0.25
weighted_w1_0.4_w2_0.6_level_7_generic_separated.json,0.165,2.34,0.94,0.22
weighted_w1_0.4_w2_0.6_level_8_generic_separated.json,0.09,2.285,0.985,0.235
weighted_w1_0.4_w2_0.6_level_9_generic_separated.json,0.1125,2.49,0.98,0.19
,,,,
weighted_w1_0.5_w2_0.5_level_0_generic_separated.json,0.1075,2.455,0.96,0.24
weighted_w1_0.5_w2_0.5_level_1_generic_separated.json,0.145,2.755,0.965,0.295
weighted_w1_0.5_w2_0.5_level_2_generic_separated.json,0.115,1.705,0.98,0.16
weighted_w1_0.5_w2_0.5_level_3_generic_separated.json,0.105,2.595,0.985,0.23
weighted_w1_0.5_w2_0.5_level_4_generic_separated.json,0.0975,3.1,0.965,0.235
weighted_w1_0.5_w2_0.5_level_5_generic_separated.json,0.0925,2.645,0.94,0.235
weighted_w1_0.5_w2_0.5_level_6_generic_separated.json,0.085,2.715,0.965,0.235
weighted_w1_0.5_w2_0.5_level_7_generic_separated.json,0.1275,1.835,0.975,0.23
weighted_w1_0.5_w2_0.5_level_8_generic_separated.json,0.125,2.35,0.96,0.2
weighted_w1_0.5_w2_0.5_level_9_generic_separated.json,0.1,2.45,0.975,0.205
,,,,
weighted_w1_0.6_w2_0.4_level_0_generic_separated.json,0.1,2.83,0.985,0.16
weighted_w1_0.6_w2_0.4_level_1_generic_separated.json,0.135,2.985,0.96,0.255
weighted_w1_0.6_w2_0.4_level_2_generic_separated.json,0.0725,2.09,0.985,0.195
weighted_w1_0.6_w2_0.4_level_3_generic_separated.json,0.1175,3.665,0.955,0.23
weighted_w1_0.6_w2_0.4_level_4_generic_separated.json,0.0975,2.95,0.945,0.175
weighted_w1_0.6_w2_0.4_level_5_generic_separated.json,0.14,3.265,0.95,0.175
weighted_w1_0.6_w2_0.4_level_6_generic_separated.json,0.1625,2.32,0.96,0.22
weighted_w1_0.6_w2_0.4_level_7_generic_separated.json,0.145,2.475,0.935,0.205
weighted_w1_0.6_w2_0.4_level_8_generic_separated.json,0.0975,1.73,0.995,0.195
weighted_w1_0.6_w2_0.4_level_9_generic_separated.json,0.1075,2.215,0.985,0.155
,,,,
weighted_w1_0.7_w2_0.3_level_0_generic_separated.json,0.1575,1.845,0.985,0.215
weighted_w1_0.7_w2_0.3_level_1_generic_separated.json,0.1075,1.77,0.975,0.21
weighted_w1_0.7_w2_0.3_level_2_generic_separated.json,0.1375,1.77,0.955,0.22
weighted_w1_0.7_w2_0.3_level_3_generic_separated.json,0.13,3.195,0.96,0.24
weighted_w1_0.7_w2_0.3_level_4_generic_separated.json,0.17,1.155,0.985,0.155
weighted_w1_0.7_w2_0.3_level_5_generic_separated.json,0.0925,1.695,0.99,0.21
weighted_w1_0.7_w2_0.3_level_6_generic_separated.json,0.0825,2.33,0.945,0.195
weighted_w1_0.7_w2_0.3_level_7_generic_separated.json,0.1275,1.88,0.97,0.23
weighted_w1_0.7_w2_0.3_level_8_generic_separated.json,0.1175,2.57,0.97,0.22
weighted_w1_0.7_w2_0.3_level_9_generic_separated.json,0.0925,1.85,0.975,0.23
,,,,
weighted_w1_0.8_w2_0.2_level_0_generic_separated.json,0.065,2.17,0.965,0.165
weighted_w1_0.8_w2_0.2_level_1_generic_separated.json,0.1025,2.57,0.98,0.155
weighted_w1_0.8_w2_0.2_level_2_generic_separated.json,0.165,2.07,0.965,0.175
weighted_w1_0.8_w2_0.2_level_3_generic_separated.json,0.0925,1.815,0.995,0.135
weighted_w1_0.8_w2_0.2_level_4_generic_separated.json,0.0925,3.275,0.955,0.225
weighted_w1_0.8_w2_0.2_level_5_generic_separated.json,0.0725,2.135,0.97,0.145
weighted_w1_0.8_w2_0.2_level_6_generic_separated.json,0.105,2.195,0.96,0.205
weighted_w1_0.8_w2_0.2_level_7_generic_separated.json,0.1125,1.62,0.975,0.17
weighted_w1_0.8_w2_0.2_level_8_generic_separated.json,0.0975,1.695,0.99,0.19
weighted_w1_0.8_w2_0.2_level_9_generic_separated.json,0.12,2.605,0.95,0.215
,,,,
weighted_w1_0.9_w2_0.1_level_0_generic_separated.json,0.1725,1.655,0.96,0.22
weighted_w1_0.9_w2_0.1_level_1_generic_separated.json,0.1725,1.415,0.96,0.135
weighted_w1_0.9_w2_0.1_level_2_generic_separated.json,0.085,2.325,0.955,0.19
weighted_w1_0.9_w2_0.1_level_3_generic_separated.json,0.0875,1.525,0.99,0.18
weighted_w1_0.9_w2_0.1_level_4_generic_separated.json,0.1325,1.62,0.975,0.14
weighted_w1_0.9_w2_0.1_level_5_generic_separated.json,0.14,1.695,0.98,0.2
weighted_w1_0.9_w2_0.1_level_6_generic_separated.json,0.16,1.25,0.97,0.145
weighted_w1_0.9_w2_0.1_level_7_generic_separated.json,0.12,1.305,0.985,0.12
weighted_w1_0.9_w2_0.1_level_8_generic_separated.json,0.11,1.675,0.995,0.165
weighted_w1_0.9_w2_0.1_level_9_generic_separated.json,0.1275,1.7,0.95,0.225
