Level,Leniency,Density,PD,PV
level_38_generic_combined_seed_SMB_shuffled.json,0.095,3.14,0.975,0.22
level_39_generic_combined_seed_SMB_shuffled.json,0.1775,1.725,0.95,0.2
level_3_generic_combined_seed_SMB_shuffled.json,0.24,1.01,0.96,0.22
level_40_generic_combined_seed_SMB_shuffled.json,0.13,1.18,0.975,0.125
level_41_generic_combined_seed_SMB_shuffled.json,0.0525,1.715,0.945,0.18
level_42_generic_combined_seed_SMB_shuffled.json,0.1025,1.35,0.98,0.1
level_43_generic_combined_seed_SMB_shuffled.json,0.0975,1.185,0.995,0.095
level_44_generic_combined_seed_SMB_shuffled.json,0.11,1.14,0.98,0.13
level_45_generic_combined_seed_SMB_shuffled.json,0.15,1.175,0.96,0.15
level_46_generic_combined_seed_SMB_shuffled.json,0.1025,1.23,0.985,0.1
level_47_generic_combined_seed_SMB_shuffled.json,0.165,1.275,0.925,0.19
level_48_generic_combined_seed_SMB_shuffled.json,0.11,1.41,0.97,0.175
level_49_generic_combined_seed_SMB_shuffled.json,0.1175,1.365,0.98,0.13
level_4_generic_combined_seed_SMB_shuffled.json,0.1,1.48,0.985,0.17
level_50_generic_combined_seed_SMB_shuffled.json,0.175,1.375,0.95,0.175
level_51_generic_combined_seed_SMB_shuffled.json,0.125,1.095,0.975,0.12
level_52_generic_combined_seed_SMB_shuffled.json,0.12,1.03,0.95,0.125
level_53_generic_combined_seed_SMB_shuffled.json,0.1175,1.275,0.955,0.135
level_54_generic_combined_seed_SMB_shuffled.json,0.085,1.365,0.995,0.11
level_55_generic_combined_seed_SMB_shuffled.json,0.09,1.27,0.955,0.095
level_56_generic_combined_seed_SMB_shuffled.json,0.095,1.335,0.99,0.125
level_57_generic_combined_seed_SMB_shuffled.json,0.135,2.395,0.915,0.215
level_58_generic_combined_seed_SMB_shuffled.json,0.11,1.615,0.94,0.25
level_59_generic_combined_seed_SMB_shuffled.json,0.235,0.965,0.975,0.19
level_5_generic_combined_seed_SMB_shuffled.json,0.0625,1.205,0.975,0.11
level_60_generic_combined_seed_SMB_shuffled.json,0.09,1.96,0.94,0.195
level_61_generic_combined_seed_SMB_shuffled.json,0.105,1.02,0.975,0.095
level_62_generic_combined_seed_SMB_shuffled.json,0.26,1.255,0.965,0.25
level_63_generic_combined_seed_SMB_shuffled.json,0.1125,1.805,0.945,0.19
level_64_generic_combined_seed_SMB_shuffled.json,0.095,1.16,0.99,0.1
level_65_generic_combined_seed_SMB_shuffled.json,0.115,1.315,0.99,0.1
level_66_generic_combined_seed_SMB_shuffled.json,0.19,1.145,0.96,0.145
level_67_generic_combined_seed_SMB_shuffled.json,0.105,1.435,0.98,0.135
level_68_generic_combined_seed_SMB_shuffled.json,0.15,1.72,0.915,0.175
level_69_generic_combined_seed_SMB_shuffled.json,0.155,1.13,0.96,0.14
level_6_generic_combined_seed_SMB_shuffled.json,0.095,1.405,0.965,0.165
level_70_generic_combined_seed_SMB_shuffled.json,0.12,1.485,0.98,0.15
level_71_generic_combined_seed_SMB_shuffled.json,0.08,1.535,0.98,0.11
level_72_generic_combined_seed_SMB_shuffled.json,0.105,1.33,1.0,0.095
level_73_generic_combined_seed_SMB_shuffled.json,0.085,1.48,0.985,0.11
level_74_generic_combined_seed_SMB_shuffled.json,0.1325,1.155,0.97,0.155
level_75_generic_combined_seed_SMB_shuffled.json,0.09,1.355,0.98,0.12
level_76_generic_combined_seed_SMB_shuffled.json,0.0225,7.295,0.995,0.07
level_77_generic_combined_seed_SMB_shuffled.json,0.1375,1.595,0.925,0.15
level_78_generic_combined_seed_SMB_shuffled.json,0.08,1.1,0.985,0.055
level_79_generic_combined_seed_SMB_shuffled.json,0.2625,1.625,0.915,0.27
level_7_generic_combined_seed_SMB_shuffled.json,0.115,1.255,0.98,0.1
level_80_generic_combined_seed_SMB_shuffled.json,0.105,1.56,0.98,0.13
level_81_generic_combined_seed_SMB_shuffled.json,0.1975,2.33,0.96,0.25
level_82_generic_combined_seed_SMB_shuffled.json,0.1,1.86,0.975,0.21
level_83_generic_combined_seed_SMB_shuffled.json,0.1475,1.64,0.945,0.18
level_84_generic_combined_seed_SMB_shuffled.json,0.11,1.31,0.99,0.145
level_85_generic_combined_seed_SMB_shuffled.json,0.09,1.625,0.975,0.18
level_86_generic_combined_seed_SMB_shuffled.json,0.1225,0.955,0.98,0.07
level_87_generic_combined_seed_SMB_shuffled.json,0.1125,1.7,0.96,0.16
level_88_generic_combined_seed_SMB_shuffled.json,0.14,1.36,0.955,0.14
level_89_generic_combined_seed_SMB_shuffled.json,0.055,6.37,0.98,0.1
level_8_generic_combined_seed_SMB_shuffled.json,0.13,1.94,0.965,0.18
level_90_generic_combined_seed_SMB_shuffled.json,0.0975,2.31,0.98,0.22
level_91_generic_combined_seed_SMB_shuffled.json,0.075,4.24,0.99,0.13
level_92_generic_combined_seed_SMB_shuffled.json,0.125,1.225,0.975,0.165
level_93_generic_combined_seed_SMB_shuffled.json,0.0925,1.18,0.955,0.135
level_94_generic_combined_seed_SMB_shuffled.json,0.11,1.06,0.995,0.065
level_95_generic_combined_seed_SMB_shuffled.json,0.09,1.735,0.925,0.21
level_96_generic_combined_seed_SMB_shuffled.json,0.075,1.345,0.98,0.12
level_97_generic_combined_seed_SMB_shuffled.json,0.2025,1.405,0.985,0.195
level_98_generic_combined_seed_SMB_shuffled.json,0.1275,1.625,0.985,0.15
level_99_generic_combined_seed_SMB_shuffled.json,0.1575,1.145,0.965,0.13
level_9_generic_combined_seed_SMB_shuffled.json,0.0325,5.54,0.94,0.125
