Level,Leniency,Density,PD,PV
level_61_generic_combined_seed_KI_shuffled.json,0.125,2.695,0.965,0.265
level_62_generic_combined_seed_KI_shuffled.json,0.21,3.015,0.945,0.255
level_63_generic_combined_seed_KI_shuffled.json,0.1,1.785,0.905,0.16
level_64_generic_combined_seed_KI_shuffled.json,0.1225,2.965,0.96,0.25
level_65_generic_combined_seed_KI_shuffled.json,0.0,7.975,0.995,0.025
level_66_generic_combined_seed_KI_shuffled.json,0.1175,1.355,0.985,0.18
level_67_generic_combined_seed_KI_shuffled.json,0.11,6.115,0.92,0.125
level_68_generic_combined_seed_KI_shuffled.json,0.0775,5.425,0.965,0.2
level_69_generic_combined_seed_KI_shuffled.json,0.145,1.495,0.91,0.215
level_6_generic_combined_seed_KI_shuffled.json,0.1625,1.415,0.915,0.205
level_70_generic_combined_seed_KI_shuffled.json,0.1175,2.195,0.93,0.22
level_71_generic_combined_seed_KI_shuffled.json,0.1375,2.065,0.97,0.2
level_72_generic_combined_seed_KI_shuffled.json,0.0,7.975,0.99,0.025
level_73_generic_combined_seed_KI_shuffled.json,0.095,1.325,0.98,0.15
level_74_generic_combined_seed_KI_shuffled.json,0.095,2.285,0.895,0.275
level_75_generic_combined_seed_KI_shuffled.json,0.1775,1.93,0.935,0.28
level_76_generic_combined_seed_KI_shuffled.json,0.0925,2.775,0.985,0.18
level_77_generic_combined_seed_KI_shuffled.json,0.125,1.325,0.975,0.205
level_78_generic_combined_seed_KI_shuffled.json,0.125,1.505,0.965,0.21
level_79_generic_combined_seed_KI_shuffled.json,0.1325,2.315,0.95,0.19
level_7_generic_combined_seed_KI_shuffled.json,0.015,7.915,0.985,0.065
level_80_generic_combined_seed_KI_shuffled.json,0.22,1.39,0.955,0.22
level_81_generic_combined_seed_KI_shuffled.json,0.105,2.13,0.97,0.215
level_82_generic_combined_seed_KI_shuffled.json,0.015,7.655,0.995,0.06
level_83_generic_combined_seed_KI_shuffled.json,0.115,1.375,0.97,0.12
level_84_generic_combined_seed_KI_shuffled.json,0.1,1.815,0.97,0.21
level_85_generic_combined_seed_KI_shuffled.json,0.09,1.75,0.99,0.13
level_86_generic_combined_seed_KI_shuffled.json,0.1875,1.315,0.905,0.165
level_87_generic_combined_seed_KI_shuffled.json,0.0725,1.975,0.98,0.165
level_88_generic_combined_seed_KI_shuffled.json,0.1975,1.75,0.93,0.27
level_89_generic_combined_seed_KI_shuffled.json,0.165,1.445,0.965,0.18
level_8_generic_combined_seed_KI_shuffled.json,0.0725,1.65,0.955,0.12
level_90_generic_combined_seed_KI_shuffled.json,0.095,1.325,0.995,0.145
level_91_generic_combined_seed_KI_shuffled.json,0.0975,1.52,0.955,0.22
level_92_generic_combined_seed_KI_shuffled.json,0.135,1.14,0.96,0.145
level_93_generic_combined_seed_KI_shuffled.json,0.0775,3.06,0.97,0.17
level_94_generic_combined_seed_KI_shuffled.json,0.1075,3.065,0.93,0.175
level_95_generic_combined_seed_KI_shuffled.json,0.0675,7.53,0.995,0.155
level_96_generic_combined_seed_KI_shuffled.json,0.11,1.755,0.98,0.2
level_97_generic_combined_seed_KI_shuffled.json,0.1725,1.29,0.98,0.175
level_98_generic_combined_seed_KI_shuffled.json,0.0425,7.14,0.985,0.13
level_99_generic_combined_seed_KI_shuffled.json,0.155,1.92,0.95,0.235
level_9_generic_combined_seed_KI_shuffled.json,0.2325,1.505,0.96,0.265
